Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality (#{lang}),Owner last removed or added a section,Owner last updated CV,Last updated CV,Summary Of Qualifications,Owner last updated Qualifications,Project Experiences,Unique roles,Owner last updated Project Experiences,Highlighted roles,Owner last updated Highlighted roles,Skill categories,Owner last updated Skill categories,Educations,Years of education,Owner last updated Educations,Work experiences,Years since first work experience,Owner last updated Work experiences,Certifications,Owner last updated Certifications,Courses,Owner last updated Courses,Presentations,Owner last updated Presentations,Recommendations,Owner last updated Recommendations,Positions,Owner last updated Positions,Mentoring,Owner last updated Mentoring,Publications,Owner last updated Publications,Honors and awards,Owner last updated Honors and awards,Languages,Owner last updated Languages,Owner last updated Unique roles
Diana Moore,int:Diana Moore,int:Principal Data Platform Engineer,diana.moore@example.com,dianamoore,ext_819168e7,819168e7,cv_819168e7,889.353.6902x61139,509.778.8754x39435,1990,Data Engineering,India,int:Swedish,2026-01-14,2025-04-29,2025-07-19,Principal Data Platform Engineer in data engineering delivering data platforms & analytics.,2025-10-25,5,0,2025-09-10,3,2024-07-19,2,2025-10-29,3,12,2025-12-23,3,23,2024-05-14,0,2024-09-27,1,2024-10-30,3,2025-08-17,2,2025-04-11,2,2025-09-24,0,2024-12-17,0,2024-07-28,0,2026-01-29,2,2024-10-09,2025-08-15
Terrance Costa,int:Terrance Costa,int:Associate C# Developer,terrance.costa@example.com,terrancecosta,ext_45f6be21,45f6be21,cv_45f6be21,775.313.7651,(479)637-6392x836,2000,Software Engineering,India,int:Polish,2025-05-04,2025-11-18,2025-11-28,Associate C# Developer in software engineering delivering data platforms & analytics.,2026-01-17,3,2,2024-07-06,0,2024-12-11,4,2024-07-21,3,13,2025-01-03,3,12,2025-02-08,3,2025-12-05,0,2024-12-18,0,2024-11-04,1,2024-04-22,2,2025-12-11,2,2025-04-08,1,2024-08-04,0,2025-01-29,1,2024-08-18,2025-11-24
Matthew Schwartz,int:Matthew Schwartz,int:Principal Data Platform Engineer,matthew.schwartz@mail.test,matthewschwartz,ext_f74dce5f,f74dce5f,cv_f74dce5f,955-211-6682x9732,(816)248-7120,1976,Data Engineering,United Kingdom,int:Norwegian,2025-04-12,2025-09-11,2025-07-04,Principal Data Platform Engineer in data engineering delivering data platforms & analytics.,2025-03-06,6,4,2025-10-11,1,2025-04-06,5,2024-08-23,2,16,2025-12-28,2,25,2025-11-13,3,2025-05-07,1,2024-12-31,0,2025-09-06,2,2025-05-23,1,2024-07-11,2,2024-10-31,3,2024-08-04,1,2024-09-01,3,2025-10-19,2024-07-16
Debra Christian,int:Debra Christian,int:Senior Analytics Engineer,debra.christian@example.com,debrachristian,ext_b6b5e076,b6b5e076,cv_b6b5e076,001-521-628-8665x268,755-999-9101,1991,Data Engineering,United Kingdom,int:Norwegian,2025-08-19,2025-11-17,2025-05-17,Senior Analytics Engineer in data engineering delivering data platforms & analytics.,2024-12-03,2,2,2025-11-08,1,2025-02-06,5,2025-01-25,2,12,2024-08-07,5,25,2025-05-27,3,2026-01-29,5,2025-01-10,0,2024-08-24,1,2024-07-09,2,2025-02-22,0,2024-11-23,4,2026-03-12,2,2024-09-05,1,2026-03-31,2024-07-10
Melissa Villarreal,int:Melissa Villarreal,int:Senior ML Engineer,melissa.villarreal@example.com,melissavillarreal,ext_b9e34dcc,b9e34dcc,cv_b9e34dcc,(776)947-2298x12099,(857)628-9413x4750,1969,AI/ML,Australia,int:Danish,2026-02-05,2025-09-05,2025-08-10,Senior ML Engineer in ai/ml delivering data platforms & analytics.,2025-07-29,4,4,2025-06-12,3,2024-10-19,3,2024-06-27,3,18,2025-04-17,2,3,2025-09-04,4,2025-02-19,2,2024-08-16,2,2024-10-01,1,2024-10-04,2,2025-12-15,0,2025-03-10,4,2025-06-08,0,2024-08-13,3,2024-10-04,2024-12-20
Norman Stewart,int:Norman Stewart,int:Associate Azure Engineer,norman.stewart@mail.test,normanstewart,ext_b13eae50,b13eae50,cv_b13eae50,765-622-0368x49951,(614)347-7324,2001,Cloud Engineering,USA,int:Norwegian,2025-09-11,2026-01-22,2025-08-12,Associate Azure Engineer in cloud engineering delivering data platforms & analytics.,2026-02-22,0,2,2025-02-21,2,2025-06-11,3,2024-09-14,0,20,2024-07-26,6,23,2026-01-31,4,2026-03-16,1,2024-09-23,3,2025-10-02,0,2025-06-30,2,2024-10-03,0,2025-07-19,0,2025-04-01,0,2024-10-18,2,2025-12-18,2025-02-18
Jennifer Malone,int:Jennifer Malone,int:Senior Scrum Master,jennifer.malone@mail.test,jennifermalone,ext_6a312892,6a312892,cv_6a312892,242.513.8820,4709534967,1996,Delivery Management,India,int:Danish,2025-11-20,2026-02-08,2025-06-24,Senior Scrum Master in delivery management delivering data platforms & analytics.,2025-04-13,6,1,2025-02-02,0,2026-03-20,5,2025-11-02,1,15,2025-01-01,6,21,2025-03-20,0,2026-03-21,2,2026-02-14,3,2026-04-03,1,2025-08-29,4,2026-02-15,2,2024-05-08,1,2025-04-15,2,2025-02-28,4,2024-05-08,2025-08-04
Monique Johnson,int:Monique Johnson,int:Head of AWS Engineering,monique.johnson@example.org,moniquejohnson,ext_b0c560b1,b0c560b1,cv_b0c560b1,511-376-7412x4151,528-254-7815x06185,1981,Head of AWS Engineering,USA,int:Swedish,2025-08-25,2025-08-17,2025-06-16,,2026-02-09,3,0,2024-11-05,2,2026-03-15,2,2024-06-03,0,18,2025-12-03,2,11,2024-10-07,3,2024-12-06,2,2025-10-20,0,2025-02-03,2,2024-06-14,2,2026-02-27,2,2026-03-03,1,2025-12-09,1,2024-06-26,3,2025-09-07,2024-11-28
Casey Welch,int:Casey Welch,int:Consultant Oracle Engineer,casey.welch@example.org,caseywelch,ext_82a69cdf,82a69cdf,cv_82a69cdf,+1-903-629-6334x7272,(531)483-0617,1971,Cloud Engineering,Ireland,int:British,2025-11-14,2025-04-28,2025-10-10,Consultant Oracle Engineer in cloud engineering delivering data platforms & analytics.,2025-01-26,3,2,2024-09-08,0,2025-03-16,1,2025-10-17,1,11,2025-05-30,2,2,2026-02-23,2,2025-03-13,2,2025-11-09,2,2025-11-25,0,2025-12-05,4,2025-05-07,2,2025-04-16,0,2024-07-17,1,2024-07-31,4,2025-01-12,2025-02-17
Samantha Bright,int:Samantha Bright,int:Principal Oracle Engineer,samantha.bright@mail.test,samanthabright,ext_ec155ca8,ec155ca8,cv_ec155ca8,4646969357,647.376.9587,2002,Cloud Engineering,United Kingdom,int:Polish,2025-05-13,2025-05-07,2025-05-01,Principal Oracle Engineer in cloud engineering delivering data platforms & analytics.,2025-06-06,6,3,2025-01-08,1,2025-07-13,3,2024-11-09,3,14,2025-05-24,6,10,2024-11-28,1,2025-03-01,1,2025-05-28,1,2024-09-26,0,2025-06-12,4,2024-05-02,0,2025-05-05,2,2025-03-18,0,2024-07-31,2,2025-08-18,2026-03-04
Julie Hamilton,int:Julie Hamilton,int:Principal DevOps Engineer,julie.hamilton@example.com,juliehamilton,ext_18dceb55,18dceb55,cv_18dceb55,414.967.5361,515-862-7796x30448,1974,Cloud Engineering,United Kingdom,int:Polish,2025-10-15,2025-10-07,2025-12-13,,2025-12-20,4,3,2025-10-15,2,2024-08-01,2,2026-02-05,0,16,2026-03-31,6,3,2025-07-22,1,2025-02-24,4,2025-11-24,1,2024-05-29,1,2025-09-26,0,2025-12-31,1,2026-01-24,0,2024-12-06,0,2025-08-04,3,2024-06-17,2024-04-15
Corey Schultz,int:Corey Schultz,int:Senior MLOps Engineer,corey.schultz@example.com,coreyschultz,ext_5e35588f,5e35588f,cv_5e35588f,8856456676,5474350476,2001,Data Engineering,United Kingdom,int:Polish,2025-06-24,2025-10-19,2026-01-06,Senior MLOps Engineer in data engineering delivering data platforms & analytics.,2025-09-30,1,3,2024-08-13,3,2025-05-26,2,2025-10-11,3,20,2024-05-06,6,14,2025-04-14,2,2025-11-11,4,2024-04-04,1,2025-05-18,2,2025-12-21,2,2025-02-12,2,2025-12-06,2,2024-11-05,2,2025-05-03,3,2024-11-19,2024-05-19
Monique Wallace,int:Monique Wallace,int:Associate Azure Engineer,monique.wallace@example.org,moniquewallace,ext_bf62e014,bf62e014,cv_bf62e014,+1-231-299-5298,(815)558-1083x5832,1981,Cloud Engineering,Australia,int:Norwegian,2025-08-14,2025-10-28,2025-11-17,Associate Azure Engineer in cloud engineering delivering data platforms & analytics.,2024-12-07,2,4,2025-08-11,0,2024-06-19,4,2025-08-27,0,12,2025-04-03,0,18,2025-11-10,2,2025-06-03,0,2025-01-10,0,2024-10-09,1,2025-06-05,2,2025-12-10,2,2024-12-17,0,2025-12-03,1,2025-04-04,4,2024-08-17,2025-03-25
Heather Berger,int:Heather Berger,int:Consultant Data Architect,heather.berger@example.com,heatherberger,ext_9e6a4a92,9e6a4a92,cv_9e6a4a92,825-956-3830x0081,3248403304,1991,Architecture,Ireland,int:Danish,2025-12-11,2025-12-25,2026-01-30,,2024-10-08,2,4,2025-08-24,3,2026-01-08,2,2026-01-23,2,14,2024-04-29,2,16,2025-09-10,4,2025-08-01,1,2024-06-13,0,2024-10-17,1,2024-07-27,1,2025-09-29,1,2025-01-21,4,2026-02-24,2,2024-10-25,1,2024-12-04,2025-01-27
Brandon Flynn,int:Brandon Flynn,int:Senior Delivery Manager,brandon.flynn@example.com,brandonflynn,ext_02fcaba6,02fcaba6,cv_02fcaba6,+1-462-341-1186x0089,001-596-339-4568x0447,1999,Delivery Management,Ireland,int:Swedish,2025-10-24,2025-04-18,2026-03-02,Senior Delivery Manager in delivery management delivering data platforms & analytics.,2025-05-18,4,4,2025-09-30,1,2025-01-03,5,2024-04-25,0,11,2025-05-25,2,2,2025-02-09,1,2025-05-04,3,2024-05-27,3,2025-08-29,0,2025-05-03,0,2025-08-15,1,2024-11-25,4,2024-10-26,1,2026-02-11,2,2025-12-21,2025-11-29
Kelly Brooks,int:Kelly Brooks,int:Consultant Full-stack Engineer,kelly.brooks@example.com,kellybrooks,ext_a5a5222e,a5a5222e,cv_a5a5222e,697-564-6136x847,(907)765-8173x9063,1976,Software Engineering,USA,int:Danish,2025-08-20,2025-09-22,2026-01-10,Consultant Full-stack Engineer in software engineering delivering data platforms & analytics.,2024-08-05,4,4,2025-02-20,0,2026-01-27,3,2025-05-21,3,17,2025-08-17,5,22,2025-09-01,3,2025-02-22,1,2025-11-15,2,2024-08-10,1,2024-07-23,3,2024-08-22,1,2025-07-14,0,2025-03-14,2,2024-06-28,4,2025-01-18,2024-08-09
Dustin Schmidt,int:Dustin Schmidt,int:Senior Databricks Engineer,dustin.schmidt@example.com,dustinschmidt,ext_af84fe3c,af84fe3c,cv_af84fe3c,591.345.2118x2379,(669)878-9307,2002,Data Engineering,USA,int:Danish,2025-06-12,2026-03-26,2025-07-05,Senior Databricks Engineer in data engineering delivering data platforms & analytics.,2025-08-07,2,2,2024-05-03,0,2025-04-20,5,2025-10-18,0,14,2025-12-27,5,21,2024-04-12,0,2026-01-06,0,2024-09-27,0,2024-08-03,2,2025-02-08,4,2024-05-24,2,2024-10-16,2,2025-06-10,1,2025-06-13,2,2025-10-11,2024-04-08
Ashlee Sparks,int:Ashlee Sparks,int:Consultant Analytics Engineer,ashlee.sparks@mail.test,ashleesparks,ext_d05b4d0c,d05b4d0c,cv_d05b4d0c,952-705-9960x4387,+1-235-477-8811x6162,1973,Data Engineering,Slovenia,int:Swedish,2025-07-26,2025-10-17,2025-05-13,Consultant Analytics Engineer in data engineering delivering data platforms & analytics.,2024-04-06,5,2,2024-08-27,3,2024-10-18,3,2025-11-25,2,19,2024-10-20,4,17,2025-12-11,4,2024-08-05,5,2026-02-10,3,2025-10-02,2,2025-11-08,2,2026-01-20,1,2025-01-07,1,2024-08-14,2,2024-12-16,3,2024-09-29,2025-04-12
George Miller,int:George Miller,int:Consultant Data Scientist,george.miller@example.org,georgemiller,ext_c042561f,c042561f,cv_c042561f,812.837.1067x28728,7414644859,1983,AI/ML,United Kingdom,int:Danish,2025-11-20,2025-10-17,2026-02-12,Consultant Data Scientist in ai/ml delivering data platforms & analytics.,2025-07-05,4,0,2025-09-04,1,2024-11-11,3,2025-10-22,1,11,2024-10-15,5,18,2025-02-27,4,2024-10-15,6,2025-12-17,3,2026-01-09,0,2025-09-29,3,2025-08-24,0,2024-06-19,2,2026-03-04,2,2025-09-01,3,2024-10-10,2025-01-23
Monica Harvey,int:Monica Harvey,int:Head of Software Engineering IDC,monica.harvey@example.org,monicaharvey,ext_4165b714,4165b714,cv_4165b714,(948)939-5894,452.428.7056,1992,Head of Software Engineering IDC,United Kingdom,int:Norwegian,2025-06-12,2026-03-29,2026-03-23,Head of Software Engineering IDC in data engineering delivering data platforms & analytics.,2024-07-10,4,2,2024-05-31,3,2024-06-27,5,2025-10-15,0,11,2025-12-17,6,18,2025-01-03,0,2024-12-10,4,2024-08-21,1,2026-02-14,2,2025-03-20,3,2025-05-15,2,2025-11-03,0,2024-09-07,1,2025-01-23,3,2025-01-25,2024-08-25
John Durham,int:John Durham,int:Principal Databricks Engineer,john.durham@example.com,johndurham,ext_b41286bc,b41286bc,cv_b41286bc,910.443.3187x5109,858-635-0344,1978,Data Engineering,United Kingdom,int:Norwegian,2025-12-25,2026-01-29,2025-04-24,,2025-02-23,4,1,2026-03-14,1,2025-11-30,3,2024-08-22,0,12,2025-07-31,5,1,2024-08-13,2,2026-01-12,5,2026-03-24,0,2025-07-23,2,2024-10-05,3,2025-11-26,2,2024-08-24,0,2024-12-04,2,2025-05-24,3,2025-11-17,2025-11-30
Douglas Murray,int:Douglas Murray,int:Associate Python Developer,douglas.murray@example.org,douglasmurray,ext_d72e69a9,d72e69a9,cv_d72e69a9,(696)448-8319x213,991-528-9659x994,1980,Data Engineering,Ireland,int:Polish,2026-03-13,2025-11-09,2025-10-18,Associate Python Developer in data engineering delivering data platforms & analytics.,2026-01-31,5,2,2025-11-16,2,2025-08-29,1,2024-12-17,1,17,2025-09-04,5,17,2025-02-17,3,2026-01-22,0,2025-04-17,0,2024-04-20,2,2024-10-07,4,2024-11-11,1,2025-09-05,4,2025-03-11,0,2025-02-16,1,2025-11-11,2025-06-01
Jonathan Scott,int:Jonathan Scott,int:Principal Solution Architect,jonathan.scott@mail.test,jonathanscott,ext_2c4f262c,2c4f262c,cv_2c4f262c,(903)231-9222,810-828-7675x48138,1982,Architecture,USA,int:Polish,2025-06-29,2025-10-21,2025-08-26,Principal Solution Architect in architecture delivering data platforms & analytics.,2026-01-01,3,0,2025-03-24,1,2025-06-09,3,2024-12-28,3,13,2024-05-22,4,25,2025-07-25,1,2026-01-05,1,2024-06-06,2,2025-04-26,0,2025-03-04,4,2025-03-15,0,2025-08-01,5,2024-08-13,0,2024-11-20,3,2024-08-30,2024-06-24
Albert Ballard,int:Albert Ballard,int:Senior Data Engineer,albert.ballard@mail.test,albertballard,ext_c747b09e,c747b09e,cv_c747b09e,001-867-954-8581x93242,541.886.5205x7563,2002,Data Engineering,India,int:Norwegian,2025-08-05,2025-07-29,2025-12-31,Senior Data Engineer in data engineering delivering data platforms & analytics.,2024-12-22,1,2,2026-03-06,2,2024-09-23,1,2024-08-03,0,18,2025-01-27,3,15,2024-06-07,2,2025-03-12,1,2025-02-08,3,2026-03-30,2,2025-04-17,4,2025-07-22,0,2025-06-05,5,2025-10-04,0,2024-10-17,2,2026-01-09,2025-10-23
Rachel Byrd,int:Rachel Byrd,int:Head of Software Engineering EU,rachel.byrd@example.com,rachelbyrd,ext_4b9eed9b,4b9eed9b,cv_4b9eed9b,(320)737-5830x945,280-294-0476x044,1984,Head of Software Engineering EU,United Kingdom,int:Danish,2025-09-06,2025-11-19,2026-03-13,,2025-03-17,3,2,2025-11-27,2,2025-09-22,1,2024-05-18,3,20,2024-09-07,0,7,2024-09-21,0,2026-04-02,0,2025-11-16,3,2024-11-17,1,2025-08-27,1,2026-03-26,1,2025-07-07,4,2025-11-08,2,2024-11-21,3,2025-01-29,2026-02-24
Eric Alexander,int:Eric Alexander,int:Consultant Python Developer,eric.alexander@example.com,ericalexander,ext_3cfe0c4b,3cfe0c4b,cv_3cfe0c4b,001-479-477-2781x050,(616)510-7051,1985,Data Engineering,United Kingdom,int:Polish,2025-12-16,2026-03-23,2025-06-13,Consultant Python Developer in data engineering delivering data platforms & analytics.,2025-02-06,1,3,2024-08-23,1,2025-01-30,5,2024-11-12,0,20,2025-02-16,2,11,2025-07-11,2,2024-04-22,5,2024-05-28,2,2024-07-21,1,2024-07-01,0,2024-04-25,2,2026-03-31,4,2024-08-28,0,2025-10-08,3,2025-10-08,2026-02-17
Michael Matthews,int:Michael Matthews,int:Senior MLOps Engineer,michael.matthews@example.com,michaelmatthews,ext_e3803375,e3803375,cv_e3803375,+1-390-555-2958x0660,001-282-641-2704x93862,1969,Data Engineering,Ireland,int:Norwegian,2026-01-24,2025-07-26,2026-01-30,Senior MLOps Engineer in data engineering delivering data platforms & analytics.,2024-12-25,4,4,2025-07-05,2,2026-03-13,5,2024-06-15,3,19,2025-01-23,6,16,2024-09-14,2,2024-09-07,6,2025-12-02,2,2025-12-16,1,2025-03-07,0,2025-06-30,2,2026-02-27,1,2025-09-08,1,2025-05-26,4,2025-09-02,2025-09-14
Danielle Coleman,int:Danielle Coleman,int:Associate Frontend Engineer,danielle.coleman@example.org,daniellecoleman,ext_347d1df4,347d1df4,cv_347d1df4,385-415-7919x711,001-612-559-0203x5713,1972,Software Engineering,Slovenia,int:Danish,2025-12-15,2025-09-08,2025-11-09,Associate Frontend Engineer in software engineering delivering data platforms & analytics.,2024-12-03,4,4,2024-12-29,0,2025-07-20,5,2025-12-28,3,20,2025-08-08,1,4,2026-03-26,4,2024-07-23,3,2026-03-22,3,2024-07-05,2,2025-12-09,2,2025-04-11,2,2025-09-18,1,2024-10-26,2,2024-06-20,2,2025-01-29,2026-03-20
John Bruce,int:John Bruce,int:Principal AI Engineer,john.bruce@example.org,johnbruce,ext_40aa8121,40aa8121,cv_40aa8121,001-524-606-4242x9563,724.747.4175,1991,AI/ML,Slovenia,int:Swedish,2026-02-19,2025-05-26,2026-03-17,Principal AI Engineer in ai/ml delivering data platforms & analytics.,2024-06-04,0,1,2025-04-04,1,2024-12-17,4,2025-11-17,1,13,2026-03-27,2,24,2025-07-03,2,2025-06-21,6,2026-01-26,1,2026-03-14,0,2026-02-05,2,2024-04-09,0,2024-04-27,5,2024-11-13,0,2024-04-27,2,2024-08-06,2024-12-28
James Cruz,int:James Cruz,int:Consultant Analytics Engineer,james.cruz@example.org,jamescruz,ext_1f198d2e,1f198d2e,cv_1f198d2e,001-587-720-9628x93654,001-388-441-8343x740,1982,Data Engineering,Spain,int:Swedish,2026-02-12,2025-05-14,2026-01-20,,2025-11-07,6,2,2025-06-24,0,2024-12-13,5,2026-03-06,1,14,2024-08-10,1,16,2024-09-09,2,2024-12-03,2,2025-10-31,1,2025-02-28,2,2025-07-16,0,2024-08-23,0,2025-02-11,4,2025-09-06,1,2025-09-28,3,2025-10-04,2024-09-23
Timothy Young,int:Timothy Young,int:Consultant Frontend Engineer,timothy.young@example.com,timothyyoung,ext_f93786a8,f93786a8,cv_f93786a8,227.495.5969x0515,(975)851-2542x78207,1980,Software Engineering,Ireland,int:Polish,2025-07-04,2025-05-20,2026-03-08,Consultant Frontend Engineer in software engineering delivering data platforms & analytics.,2026-02-26,2,0,2025-09-18,3,2025-03-08,3,2024-10-12,1,11,2025-01-17,1,19,2025-12-23,2,2024-04-29,0,2025-03-09,2,2025-08-26,2,2026-02-11,1,2024-12-03,0,2026-03-22,3,2025-11-02,0,2024-09-21,1,2025-02-19,2025-05-26
Ashley Andrews,int:Ashley Andrews,int:Consultant DevOps Engineer,ashley.andrews@mail.test,ashleyandrews,ext_21bd0707,21bd0707,cv_21bd0707,001-367-834-5957x6403,(449)469-0282x49839,1969,Cloud Engineering,India,int:Swedish,2025-12-24,2025-09-06,2025-06-29,Consultant DevOps Engineer in cloud engineering delivering data platforms & analytics.,2024-08-14,3,1,2026-03-03,0,2025-04-21,2,2024-12-13,0,20,2024-12-02,0,18,2024-07-23,4,2025-05-18,2,2026-03-04,1,2026-02-01,1,2025-12-26,3,2024-11-13,2,2025-07-28,1,2025-11-15,0,2025-04-27,3,2024-09-04,2026-03-24
Victoria Phillips,int:Victoria Phillips,int:Senior Project Manager,victoria.phillips@example.org,victoriaphillips,ext_f8d93ed5,f8d93ed5,cv_f8d93ed5,+1-450-614-2576x27023,412-733-6132x8507,1994,Delivery Management,United Kingdom,int:Swedish,2025-12-20,2025-07-01,2025-09-21,Senior Project Manager in delivery management delivering data platforms & analytics.,2024-09-01,0,0,2026-02-20,3,2024-12-06,2,2026-01-16,3,17,2024-06-02,0,12,2025-02-28,1,2024-11-12,6,2025-11-09,0,2025-09-25,2,2025-12-02,3,2026-03-09,0,2025-07-18,1,2025-05-15,0,2024-04-07,1,2025-06-21,2024-10-29
Tiffany Barrett,int:Tiffany Barrett,int:Principal Data Architect,tiffany.barrett@example.com,tiffanybarrett,ext_3129d488,3129d488,cv_3129d488,378-863-7673,(352)765-4696,1973,Architecture,Ireland,int:Swedish,2025-09-07,2026-03-07,2026-01-19,,2025-08-16,5,3,2025-05-30,0,2025-11-20,4,2025-09-27,0,16,2025-03-30,4,3,2025-11-07,1,2025-12-29,4,2024-06-09,0,2025-02-21,1,2026-03-19,0,2025-11-07,1,2025-04-18,2,2025-09-30,1,2025-08-27,2,2024-08-10,2025-06-07
Joshua Knight,int:Joshua Knight,int:Principal Enterprise Architect,joshua.knight@example.org,joshuaknight,ext_741c8c49,741c8c49,cv_741c8c49,890.339.2355x5809,+1-832-473-0346x1562,1969,Architecture,Spain,int:British,2025-08-31,2025-05-10,2025-05-18,Principal Enterprise Architect in architecture delivering data platforms & analytics.,2025-04-07,2,0,2025-05-15,1,2025-08-16,1,2025-11-21,2,14,2024-12-08,2,8,2025-02-09,3,2026-01-13,6,2024-06-05,3,2024-12-13,0,2024-07-25,3,2025-05-31,2,2024-09-10,0,2026-03-10,0,2024-05-10,2,2025-11-17,2025-12-28
Gina Garner,int:Gina Garner,int:Principal AWS Engineer,gina.garner@example.org,ginagarner,ext_5dcf9f2a,5dcf9f2a,cv_5dcf9f2a,346-770-4622x6817,+1-816-202-5298x67076,1974,Cloud Engineering,India,int:British,2025-07-03,2025-06-10,2026-02-16,Principal AWS Engineer in cloud engineering delivering data platforms & analytics.,2025-10-11,2,2,2025-01-18,2,2025-02-13,5,2024-04-14,2,11,2025-06-15,0,2,2024-07-21,3,2024-10-02,0,2025-02-04,1,2025-07-16,0,2024-11-29,0,2024-09-11,2,2025-01-20,5,2024-10-24,0,2024-05-13,3,2025-01-27,2024-09-27
Brandon Obrien,int:Brandon Obrien,int:Associate Data Scientist,brandon.obrien@example.org,brandonobrien,ext_9c068c5a,9c068c5a,cv_9c068c5a,464-819-7857x5851,+1-961-820-5943,1987,AI/ML,United Kingdom,int:Polish,2025-08-22,2025-05-02,2025-06-22,,2026-01-03,1,1,2024-09-02,3,2024-08-26,4,2026-03-01,0,11,2024-11-17,0,4,2025-06-09,4,2024-07-08,4,2024-08-31,2,2025-11-21,1,2026-01-06,3,2025-01-11,1,2025-05-31,0,2026-02-18,2,2026-02-11,2,2025-02-14,2025-12-12
Tyler Strong,int:Tyler Strong,int:Principal MLOps Engineer,tyler.strong@example.com,tylerstrong,ext_8f117685,8f117685,cv_8f117685,7746017750,(254)308-4245x60754,1968,Data Engineering,USA,int:Danish,2025-11-16,2025-08-17,2026-03-14,Principal MLOps Engineer in data engineering delivering data platforms & analytics.,2024-11-03,4,4,2025-10-24,1,2025-08-17,4,2024-08-24,1,16,2024-10-10,6,20,2025-02-07,1,2025-05-12,6,2025-06-27,2,2025-01-16,0,2025-09-24,2,2025-11-03,2,2026-03-25,2,2025-10-13,2,2026-01-26,4,2025-10-15,2025-12-04
Justin Lindsey,int:Justin Lindsey,int:Lead Solution Architect,justin.lindsey@example.com,justinlindsey,ext_7270dd9e,7270dd9e,cv_7270dd9e,(808)663-2181x227,(479)338-9701x550,1972,Architecture,United Kingdom,int:British,2025-11-27,2025-11-05,2025-04-03,Lead Solution Architect in architecture delivering data platforms & analytics.,2025-02-15,1,3,2024-12-25,1,2024-08-04,1,2025-12-11,2,20,2024-07-16,2,17,2026-03-30,0,2026-03-31,1,2024-10-22,1,2024-10-17,0,2024-08-26,0,2024-08-30,0,2026-01-01,0,2025-11-30,2,2025-07-19,4,2025-12-03,2025-08-01
Catherine Gomez,int:Catherine Gomez,int:Associate Solution Architect,catherine.gomez@example.com,catherinegomez,ext_e4741671,e4741671,cv_e4741671,(581)654-6602x4161,698-283-0597x3642,1976,Architecture,United Kingdom,int:Swedish,2025-06-10,2025-04-24,2025-07-05,Associate Solution Architect in architecture delivering data platforms & analytics.,2024-08-20,3,0,2024-12-19,0,2026-02-17,5,2025-03-02,0,18,2026-03-25,3,21,2024-09-26,4,2025-04-24,6,2025-05-31,1,2024-09-24,0,2026-01-09,1,2024-09-20,2,2025-01-23,3,2024-11-28,0,2025-07-13,4,2025-03-02,2024-07-10
Dana Oliver,int:Dana Oliver,int:Consultant Python Developer,dana.oliver@example.org,danaoliver,ext_11d15030,11d15030,cv_11d15030,+1-662-944-0630x624,+1-951-833-0531x949,1971,Data Engineering,Ireland,int:British,2026-02-13,2025-07-10,2026-02-19,,2025-05-13,1,0,2025-12-30,0,2024-07-24,1,2024-09-12,2,16,2024-06-11,5,12,2025-03-21,1,2024-04-23,1,2025-07-12,3,2025-05-01,0,2024-11-06,0,2025-11-10,2,2024-08-24,1,2025-05-22,1,2025-11-01,1,2026-03-16,2024-05-25
Erica Le,int:Erica Le,int:Principal Kubernetes Engineer,erica.le@mail.test,ericale,ext_4b92965f,4b92965f,cv_4b92965f,+1-495-986-7805x5557,001-773-382-6460x9178,1989,Cloud Engineering,Australia,int:Norwegian,2025-09-23,2025-06-13,2025-05-28,Principal Kubernetes Engineer in cloud engineering delivering data platforms & analytics.,2024-07-31,1,2,2025-07-21,0,2024-08-16,1,2024-04-13,2,19,2025-06-28,1,10,2025-02-13,2,2025-01-16,6,2025-01-06,1,2025-11-03,1,2026-02-08,3,2025-12-27,1,2026-02-03,0,2024-09-17,1,2025-11-13,3,2025-07-04,2025-06-17
